transaction_id,customer_id,account_age_days,lifetime_orders,order_amount,product_category,payment_method,order_velocity_24h,previous_returns_count,ip_country_match,return_probability,returned,age_group,amount_group
TXN-000044,4547,15.354692754200052,7,6572.24403047464,apparel,credit_card,1,4,1,0.55,1,<30 days,5-10K
TXN-000045,3747,57.52402646330623,9,477.34532269670507,books,debit_card,2,0,1,0.13,0,30-90 days,<2K
TXN-000046,1975,2.4701890588756377,4,3669.452591122044,apparel,credit_card,0,3,1,0.5,1,<30 days,2-5K
TXN-000047,2806,23.686668152604348,7,259.87261424485,home,upi,2,2,1,0.2,0,<30 days,<2K
TXN-000048,1189,37.92955922540981,5,1503.2100773359143,apparel,upi,4,2,1,0.33,0,30-90 days,<2K
TXN-000049,4005,9.607190983266408,7,410.1955535281243,home,debit_card,0,1,1,0.28,0,<30 days,<2K
TXN-000050,3734,250.61589283383205,7,990.9653745228234,books,upi,0,0,1,0.05,0,90-365 days,<2K
TXN-000051,4005,14.074824557756548,3,3067.1119074525395,electronics,upi,0,1,1,0.38000000000000006,1,<30 days,2-5K
TXN-000052,1562,8.380082779997123,5,5936.850837842399,books,credit_card,1,2,1,0.25,0,<30 days,5-10K
TXN-000053,2899,13.654316070229097,5,33.08562263071145,books,credit_card,0,0,1,0.2,0,<30 days,<2K
TXN-000054,4638,87.93613495189751,5,296.49058520669024,apparel,upi,2,1,1,0.31,0,30-90 days,<2K
TXN-000055,2267,33.255901951178416,5,8387.01363066386,home,debit_card,0,1,1,0.26,0,30-90 days,5-10K
TXN-000056,3879,50.00195332005165,8,1096.8507081533708,books,debit_card,0,0,1,0.13,0,30-90 days,<2K
TXN-000057,2528,1.2739793941978368,2,1045.69541793775,electronics,upi,0,1,1,0.38000000000000006,0,<30 days,<2K
TXN-000058,4202,2.1022820209160424,6,4861.753825666521,books,debit_card,1,0,1,0.2,0,<30 days,2-5K
TXN-000059,4556,35.41654498763642,6,27.77899542446692,apparel,upi,0,2,1,0.23,0,30-90 days,<2K
TXN-000060,4890,101.78321889333476,6,246.20691889610026,apparel,upi,0,2,1,0.15000000000000002,0,90-365 days,<2K
TXN-000061,1646,129.8941510293934,1,4841.042272194722,books,credit_card,0,2,1,0.05,0,90-365 days,2-5K
TXN-000062,3068,5.441883382257197,10,88.13293036824145,electronics,credit_card,2,0,1,0.30000000000000004,0,<30 days,<2K
TXN-000063,3888,46.37859793158302,5,1157.2140075040409,books,debit_card,1,1,1,0.21000000000000002,0,30-90 days,<2K
TXN-000064,3214,146.66944341837262,3,49.784000564899785,apparel,debit_card,1,0,1,0.15000000000000002,0,90-365 days,<2K
TXN-000065,2297,29.4587087101829,0,488.5076499830211,home,upi,1,3,1,0.4,0,<30 days,<2K
TXN-000066,3435,106.16436989410546,7,5951.024296412076,books,credit_card,0,2,1,0.1,0,90-365 days,5-10K
TXN-000067,1600,8.611139629311378,4,67.29244252481539,home,credit_card,3,1,1,0.38,1,<30 days,<2K
TXN-000068,3363,164.36733435427644,6,679.013802432578,home,credit_card,3,1,1,0.23,0,90-365 days,<2K
TXN-000069,3061,83.52023398103537,4,4149.850974057046,electronics,upi,0,0,1,0.23,1,30-90 days,2-5K
TXN-000070,1241,170.15409789856804,2,300.43894828309243,electronics,credit_card,0,2,1,0.15000000000000002,0,90-365 days,<2K
TXN-000071,3041,67.73511731511579,4,1794.383210952475,books,credit_card,2,1,1,0.21000000000000002,0,30-90 days,<2K
TXN-000072,3824,27.097196442918627,9,16696.151602416423,home,debit_card,1,0,1,0.28,0,<30 days,>10K
TXN-000073,4417,167.01283855271274,4,3262.5881858904568,books,credit_card,1,2,1,0.05,0,90-365 days,2-5K
TXN-000074,3612,19.341941417276907,5,1505.9152888722763,electronics,debit_card,2,1,1,0.38000000000000006,0,<30 days,<2K
TXN-000075,3945,24.223524321691343,8,12177.845673022513,home,debit_card,1,0,1,0.28,1,<30 days,>10K
TXN-000076,2363,72.40027009861002,2,1365.7391336122973,home,debit_card,0,0,0,0.13,0,30-90 days,<2K
TXN-000077,3139,86.9709976126054,2,897.4252152103254,books,upi,0,2,1,0.13,0,30-90 days,<2K
TXN-000078,2390,159.04646892034827,5,225.22714356686558,apparel,debit_card,1,1,1,0.23000000000000004,0,90-365 days,<2K
TXN-000079,4003,13.749879188496424,4,3922.302529188389,apparel,credit_card,2,1,1,0.38000000000000006,1,<30 days,2-5K
TXN-000080,2478,95.96867129944384,8,23492.17661319104,home,credit_card,0,2,1,0.13,0,90-365 days,>10K
TXN-000081,4499,80.4898274042075,6,44.52374371631991,home,debit_card,1,0,1,0.13,1,30-90 days,<2K
TXN-000082,3556,3.9552201244294056,9,310.539592207162,books,upi,1,1,1,0.28,0,<30 days,<2K
TXN-000083,1775,29.385265460417084,7,966.1900295808122,apparel,credit_card,2,0,1,0.30000000000000004,0,<30 days,<2K
TXN-000084,1034,19.941142488158917,2,295.41908439698784,home,credit_card,0,0,1,0.2,0,<30 days,<2K
TXN-000085,3253,21.786629982635137,8,3633.409275751348,home,debit_card,0,2,1,0.2,0,<30 days,2-5K
TXN-000086,4152,244.28532448071832,3,2772.463624842406,home,debit_card,4,2,1,0.15000000000000002,0,90-365 days,2-5K
TXN-000087,2955,61.76377199038805,5,2009.5053650759876,apparel,upi,1,0,1,0.23,0,30-90 days,2-5K
TXN-000088,2585,75.88202941831662,4,17242.319145552752,home,debit_card,1,1,1,0.29000000000000004,0,30-90 days,>10K
TXN-000089,4943,225.34639633364785,5,1782.1752894147105,apparel,debit_card,0,1,1,0.23000000000000004,0,90-365 days,<2K
TXN-000090,4459,28.411962061972446,4,489.6710800604326,books,credit_card,1,3,0,0.4,0,<30 days,<2K
TXN-000091,4073,97.12088063317225,8,195.55755129320207,apparel,debit_card,0,1,1,0.23000000000000004,0,90-365 days,<2K
TXN-000092,2021,34.20598432674673,0,2244.373451383942,apparel,credit_card,4,0,1,0.33,0,30-90 days,2-5K
TXN-000093,4461,122.19840642500446,7,203.70180966978387,electronics,debit_card,2,1,1,0.23000000000000004,1,90-365 days,<2K
TXN-000094,3613,11.955188402953786,4,3336.3437100978153,home,upi,0,0,1,0.2,0,<30 days,2-5K
TXN-000095,2129,177.02967851750327,5,534.8689572313353,apparel,credit_card,1,2,1,0.15000000000000002,0,90-365 days,<2K
TXN-000096,4843,14.813271905010666,2,51.2149559204029,apparel,upi,1,0,1,0.30000000000000004,0,<30 days,<2K
TXN-000097,4893,23.691142997500126,3,5029.252780243036,books,credit_card,0,1,0,0.33,1,<30 days,5-10K
TXN-000098,2500,84.68251253409552,3,2576.9885360740022,apparel,credit_card,1,2,1,0.23,0,30-90 days,2-5K
TXN-000099,1702,30.028279061942218,1,3631.5407631948206,books,upi,0,0,1,0.13,0,30-90 days,2-5K
TXN-000100,3449,56.22196866429329,3,106.64940046135645,electronics,debit_card,1,0,1,0.23,0,30-90 days,<2K
TXN-000101,3777,35.28113962880171,4,8092.015447560986,apparel,debit_card,1,1,1,0.36000000000000004,1,30-90 days,5-10K
TXN-000102,2579,81.37383526303726,4,17784.347690550338,electronics,credit_card,0,0,1,0.31,0,30-90 days,>10K
TXN-000103,1161,15.551994265140316,7,253.22822131833763,home,upi,0,1,1,0.28,0,<30 days,<2K
TXN-000104,1201,3.6141785195358316,9,1974.066272808127,electronics,debit_card,2,2,1,0.30000000000000004,0,<30 days,<2K
TXN-000105,2981,21.394445296324417,1,609.951404367081,apparel,debit_card,2,2,1,0.30000000000000004,1,<30 days,<2K
TXN-000106,1995,38.58246322962937,3,591.7517685078122,electronics,debit_card,0,1,1,0.31,0,30-90 days,<2K
TXN-000107,3317,11.03681637866941,5,1650.5150405285574,apparel,upi,3,1,1,0.4800000000000001,1,<30 days,<2K
TXN-000108,4934,26.29144391756135,1,453.7283237886196,electronics,debit_card,1,0,1,0.30000000000000004,0,<30 days,<2K
TXN-000109,1815,30.64783927934737,3,847.2034437484111,books,debit_card,0,0,1,0.13,1,30-90 days,<2K
TXN-000110,4342,3.5462766921832145,5,21427.133775209124,home,credit_card,1,0,1,0.28,1,<30 days,>10K
TXN-000111,1455,52.52436809733371,7,159.14372834870449,books,credit_card,1,2,1,0.13,0,30-90 days,<2K
TXN-000112,4533,129.42780390233548,4,1821.0931231688894,books,upi,1,2,1,0.05,0,90-365 days,<2K
TXN-000113,4798,9.874291226948174,6,34400.62912204219,home,credit_card,0,1,1,0.36000000000000004,0,<30 days,>10K
TXN-000114,2275,54.649543545856936,4,1183.9007420380979,books,debit_card,3,1,0,0.31000000000000005,0,30-90 days,<2K
TXN-000115,2016,65.57079343331833,3,3220.7876891486735,electronics,credit_card,1,1,1,0.31,0,30-90 days,2-5K
TXN-000116,4773,32.614843808156074,5,351.66414800787004,electronics,credit_card,0,1,1,0.31,0,30-90 days,<2K
TXN-000117,3343,72.45828828056587,4,295.618280589356,electronics,debit_card,4,0,1,0.33,1,30-90 days,<2K
TXN-000118,4796,31.7324049372991,4,146.8204949154357,electronics,debit_card,0,0,1,0.23,0,30-90 days,<2K
TXN-000119,3767,42.14790199104372,4,1259.4759209034166,electronics,upi,1,1,1,0.31,0,30-90 days,<2K
TXN-000120,4820,0.44281268648082084,5,17118.35882868481,apparel,upi,2,1,1,0.4600000000000001,1,<30 days,>10K
TXN-000121,1337,70.60483129818067,4,2851.602569635848,books,debit_card,0,1,1,0.21000000000000002,0,30-90 days,2-5K
TXN-000122,1878,64.96599211210817,8,1416.842470744464,books,credit_card,1,1,1,0.21000000000000002,0,30-90 days,<2K
TXN-000123,2076,2.349457653757042,3,589.4232469412854,apparel,upi,0,0,1,0.30000000000000004,0,<30 days,<2K
TXN-000124,1791,27.555702162606078,5,524.0355457295917,books,credit_card,0,3,1,0.4,1,<30 days,<2K
TXN-000125,4993,231.88501320423137,4,313.2344039681005,home,credit_card,2,2,1,0.05,0,90-365 days,<2K
TXN-000126,3264,32.75987507737115,3,375.18715827718097,books,debit_card,0,0,1,0.13,0,30-90 days,<2K
TXN-000127,1763,41.82273478301446,5,2348.1818802566563,books,upi,2,0,0,0.13,0,30-90 days,2-5K
TXN-000128,3235,144.430193349149,5,42074.08758055795,apparel,upi,1,0,1,0.23000000000000004,1,90-365 days,>10K
TXN-000129,1379,75.79404996969328,5,4007.036776405804,electronics,debit_card,2,0,1,0.23,0,30-90 days,2-5K
TXN-000130,1492,52.346498300567944,2,507.29253317348014,electronics,upi,0,0,0,0.23,0,30-90 days,<2K
TXN-000131,4112,95.91126748180669,4,347.62117159997865,electronics,debit_card,5,0,1,0.25,1,90-365 days,<2K
TXN-000132,2180,119.86782971796009,4,313.68716664013306,home,debit_card,1,0,1,0.05,0,90-365 days,<2K
TXN-000133,3062,36.6263910535589,7,34001.60374755271,electronics,debit_card,2,2,1,0.31,0,30-90 days,>10K
TXN-000134,4884,38.67380682539017,2,4312.612751674971,books,credit_card,1,0,1,0.13,0,30-90 days,2-5K
TXN-000135,1064,29.27059868182827,3,2033.6133463784524,apparel,debit_card,1,1,1,0.38000000000000006,0,<30 days,2-5K
TXN-000136,4928,204.1429370361292,4,6118.21325598922,home,debit_card,1,0,1,0.1,0,90-365 days,5-10K
TXN-000137,4910,71.67427908527891,5,3162.07480064079,electronics,debit_card,0,0,1,0.23,0,30-90 days,2-5K
TXN-000138,3568,5.213465568881131,7,42.23844332759199,apparel,debit_card,0,2,1,0.30000000000000004,0,<30 days,<2K
TXN-000139,2367,119.24878057395541,5,231.33634924260355,home,debit_card,0,1,1,0.13,0,90-365 days,<2K
TXN-000140,2152,39.300231412970646,3,6217.470529125236,books,debit_card,0,1,0,0.26,0,30-90 days,5-10K
TXN-000141,3027,4.273902246795598,2,28661.741994346583,electronics,upi,2,1,1,0.4600000000000001,1,<30 days,>10K
TXN-000142,3695,47.87277430019979,5,8194.399090088918,books,upi,1,1,1,0.26,0,30-90 days,5-10K
TXN-000143,2495,32.390994867554596,7,1030.6774753979378,home,credit_card,1,0,1,0.13,0,30-90 days,<2K
TXN-000144,4134,126.10093694637706,5,2408.0546470855584,books,debit_card,1,0,1,0.05,0,90-365 days,2-5K
TXN-000145,2162,13.688958826532534,5,265.804661863736,home,upi,1,1,1,0.28,0,<30 days,<2K
TXN-000146,2522,105.08242323144866,7,2117.847671485854,electronics,debit_card,0,0,1,0.15000000000000002,1,90-365 days,2-5K
TXN-000147,3640,48.94447957412543,7,1629.1429927808297,apparel,debit_card,0,1,0,0.31,0,30-90 days,<2K
TXN-000148,1391,3.369483536445835,10,1116.6241137605477,home,upi,0,2,1,0.2,1,<30 days,<2K
TXN-000149,2698,214.20246136271786,4,3048.1045041326024,electronics,upi,1,1,1,0.23000000000000004,0,90-365 days,2-5K
TXN-000150,1418,43.12208487906569,4,1408.8981730005264,books,upi,0,0,0,0.13,0,30-90 days,<2K
TXN-000151,3336,20.623564689305248,0,15.57882609097682,apparel,credit_card,0,1,1,0.38000000000000006,0,<30 days,<2K
TXN-000152,1378,38.02558393064559,3,445.812240363551,apparel,upi,2,2,1,0.23,0,30-90 days,<2K
TXN-000153,2796,117.05563188283372,3,399.5498489853263,home,debit_card,2,0,1,0.05,0,90-365 days,<2K
TXN-000154,4561,21.822243225427904,2,879.8645948517584,electronics,credit_card,1,2,1,0.30000000000000004,1,<30 days,<2K
TXN-000155,3278,12.841841724602373,9,1755.424395648305,home,upi,2,1,1,0.28,0,<30 days,<2K
TXN-000156,4065,8.291706268650913,8,2073.9567278463364,home,credit_card,0,1,1,0.28,1,<30 days,2-5K
TXN-000157,3088,21.217296469061807,8,800.188984007675,home,upi,1,1,1,0.28,1,<30 days,<2K
TXN-000158,4099,90.86078003856312,4,924.2062449043233,electronics,debit_card,1,0,1,0.15000000000000002,1,90-365 days,<2K
TXN-000159,3182,38.27709623163295,10,32.219630072544405,home,upi,1,3,1,0.33,0,30-90 days,<2K
TXN-000160,1200,15.485967390290403,3,5437.409891993227,electronics,upi,0,0,0,0.35000000000000003,1,<30 days,5-10K
TXN-000161,2863,10.904623398215113,2,1425.9773689785277,apparel,credit_card,0,3,1,0.5,0,<30 days,<2K
TXN-000162,1779,24.273583970977825,2,850.4615586574686,apparel,upi,1,1,1,0.38000000000000006,0,<30 days,<2K
TXN-000163,3977,168.7290635134684,2,699.9011127462995,electronics,upi,1,3,1,0.35000000000000003,0,90-365 days,<2K
TXN-000164,4104,25.20671518538448,6,118.4508251869962,books,upi,0,1,1,0.28,1,<30 days,<2K
TXN-000165,4119,265.99452706453894,2,21192.11217293393,home,credit_card,1,1,1,0.21000000000000002,0,90-365 days,>10K
TXN-000166,1502,39.84215792361448,9,415.06949333364025,apparel,upi,1,0,1,0.23,1,30-90 days,<2K
TXN-000167,3454,11.845910780018997,8,101.08955426091593,home,upi,0,0,1,0.2,0,<30 days,<2K
TXN-000168,4645,133.0616081521061,4,840.3858402401198,home,credit_card,1,2,1,0.05,0,90-365 days,<2K
TXN-000169,2751,37.01066726780689,4,1154.0507107887747,books,debit_card,1,0,1,0.13,0,30-90 days,<2K
TXN-000170,1804,74.20450196634316,3,5944.208205395519,electronics,credit_card,0,1,1,0.36000000000000004,0,30-90 days,5-10K
TXN-000171,3146,247.0380630067393,9,883.265112421027,electronics,debit_card,2,0,1,0.15000000000000002,0,90-365 days,<2K
TXN-000172,3731,3.088673442515174,10,746.5407320174223,home,debit_card,1,1,1,0.28,0,<30 days,<2K
TXN-000173,2895,6.101671934811119,5,347.6340261971716,books,debit_card,2,2,1,0.2,0,<30 days,<2K
TXN-000174,3773,76.47589363259237,5,116.12099635989017,home,debit_card,0,0,1,0.13,0,30-90 days,<2K
TXN-000175,2570,19.862520697801287,9,150.09480215043317,electronics,debit_card,3,1,1,0.4800000000000001,0,<30 days,<2K
TXN-000176,1960,12.222621075320639,2,2513.264362856854,books,upi,0,0,1,0.2,1,<30 days,2-5K
TXN-000177,4810,2.4094504092000073,5,2175.09966924959,books,credit_card,3,1,0,0.38,0,<30 days,2-5K
TXN-000178,3660,1.3253331011237173,5,4666.879397761787,apparel,credit_card,1,0,1,0.30000000000000004,0,<30 days,2-5K
TXN-000179,2485,89.3622766691537,8,848.6309349456183,books,upi,2,0,1,0.13,0,30-90 days,<2K
TXN-000180,3690,8.662259352402259,6,10587.403118345606,electronics,credit_card,3,0,1,0.4800000000000001,0,<30 days,>10K
TXN-000181,4840,37.835206172322295,6,274.45207579364006,electronics,credit_card,0,1,0,0.31,0,30-90 days,<2K
TXN-000182,2028,55.868550813846376,7,569.0879678847056,home,credit_card,0,1,0,0.21000000000000002,0,30-90 days,<2K
TXN-000183,4289,33.55389076644371,5,936.5499555696516,electronics,credit_card,1,0,1,0.23,1,30-90 days,<2K
TXN-000184,1502,1.6488488796183134,5,923.4259963806735,electronics,credit_card,1,1,1,0.38000000000000006,1,<30 days,<2K
TXN-000185,3814,91.81030031541198,7,318.69739025972603,electronics,credit_card,0,1,0,0.23000000000000004,0,90-365 days,<2K
TXN-000186,1397,0.6341327340987252,4,247.11943768357972,home,credit_card,0,1,0,0.28,0,<30 days,<2K
TXN-000187,1870,86.10132501745662,4,32.23892131734079,apparel,debit_card,2,1,1,0.31,0,30-90 days,<2K
TXN-000188,3842,134.26657425982233,6,11519.709781725216,apparel,credit_card,2,1,1,0.31000000000000005,0,90-365 days,>10K
TXN-000189,1392,34.02682133538564,6,1123.8665413356762,apparel,credit_card,2,0,1,0.23,0,30-90 days,<2K
TXN-000190,1206,46.01310979350099,4,637.7534489774713,books,upi,0,0,1,0.13,0,30-90 days,<2K
TXN-000191,2038,38.88852368065322,3,333.54536423807525,apparel,debit_card,0,2,1,0.23,0,30-90 days,<2K
TXN-000192,2881,29.57998896736031,3,1258.5964104390296,books,credit_card,0,0,0,0.2,0,<30 days,<2K
TXN-000193,4625,131.04788913079818,10,863.6416480537767,books,upi,1,1,1,0.13,0,90-365 days,<2K
TXN-000194,3939,134.62134742102546,6,14706.510123445647,apparel,upi,1,0,1,0.23000000000000004,0,90-365 days,>10K
TXN-000195,2484,24.551796507982356,6,529.035071581413,electronics,upi,0,1,1,0.38000000000000006,0,<30 days,<2K
TXN-000196,4762,57.2815884220952,4,684.5207703111085,apparel,upi,0,1,1,0.31,0,30-90 days,<2K
TXN-000197,4646,156.96182201432887,1,3449.623015372387,books,credit_card,0,2,1,0.05,0,90-365 days,2-5K
TXN-000198,1863,196.30258507470177,5,2964.777212564938,books,upi,0,4,0,0.25,0,90-365 days,2-5K
TXN-000199,3790,42.673664036274275,7,179.92663845052377,books,upi,0,0,1,0.13,0,30-90 days,<2K
TXN-000200,4312,36.17917469974484,4,2435.4068507383336,home,credit_card,2,1,0,0.21000000000000002,1,30-90 days,2-5K
TXN-000201,1563,19.60153555129156,3,6743.69936636478,home,upi,0,0,1,0.25,0,<30 days,5-10K
TXN-000202,2020,191.4637824565645,5,9570.728321344639,apparel,upi,1,1,1,0.28,0,90-365 days,5-10K
TXN-000203,1095,9.246042177668075,7,173.00786338705112,apparel,debit_card,2,1,1,0.38000000000000006,0,<30 days,<2K
TXN-000204,2923,52.02569272156196,9,1044.0121930883342,books,credit_card,1,1,1,0.21000000000000002,0,30-90 days,<2K
TXN-000205,2757,19.923143583723146,2,214.1165108406608,apparel,upi,2,1,1,0.38000000000000006,0,<30 days,<2K
TXN-000206,3532,19.62765840991393,6,3979.3689781900894,apparel,credit_card,1,2,1,0.30000000000000004,1,<30 days,2-5K
TXN-000207,4478,31.148464830260696,2,1382.2963070962853,books,debit_card,2,1,1,0.21000000000000002,1,30-90 days,<2K
TXN-000208,3278,403.17384969142626,3,6652.710418832576,home,debit_card,0,0,1,0.1,0,>1 year,5-10K
TXN-000209,3796,3.392081879174012,5,2445.877826927361,apparel,debit_card,2,1,1,0.38000000000000006,0,<30 days,2-5K
TXN-000210,2678,51.842083156914626,3,280.4044460076733,apparel,credit_card,3,3,1,0.53,1,30-90 days,<2K
TXN-000211,4242,5.170880910370438,4,1240.087487540773,electronics,upi,0,0,0,0.30000000000000004,0,<30 days,<2K
TXN-000212,1540,10.071104834738577,5,356.7864055089229,electronics,credit_card,0,2,1,0.30000000000000004,1,<30 days,<2K
TXN-000213,2059,34.74230031207157,4,219.11509146514257,home,credit_card,3,1,1,0.31000000000000005,0,30-90 days,<2K
TXN-000214,3572,42.857362357155,5,508.3877310546912,apparel,credit_card,1,4,1,0.43000000000000005,0,30-90 days,<2K
TXN-000215,2183,17.968472535945242,2,1462.7756940586669,apparel,debit_card,0,0,1,0.30000000000000004,0,<30 days,<2K
TXN-000216,4910,22.82795428660685,4,256.9431485521776,apparel,credit_card,3,2,1,0.4,0,<30 days,<2K
TXN-000217,2722,5.458996598842755,5,1318.3387366715679,books,upi,1,0,1,0.2,0,<30 days,<2K
TXN-000218,4314,21.677114776531173,6,144.98530922277985,apparel,upi,4,0,1,0.4,1,<30 days,<2K
TXN-000219,4157,203.87734935675053,10,63.39428011584609,apparel,debit_card,1,2,1,0.15000000000000002,0,90-365 days,<2K
TXN-000220,2819,173.70695180971944,5,15950.351755665266,electronics,credit_card,0,4,1,0.43000000000000005,1,90-365 days,>10K
TXN-000221,3625,24.46711396334589,6,594.9780823892103,apparel,upi,2,2,1,0.30000000000000004,0,<30 days,<2K
TXN-000222,3729,50.75747658767134,7,809.6313715097217,electronics,debit_card,1,0,1,0.23,0,30-90 days,<2K
TXN-000223,3604,144.20760177585575,4,633.7759398575935,home,credit_card,2,2,1,0.05,0,90-365 days,<2K
TXN-000224,2597,0.3721812997163798,7,2355.898604230926,apparel,debit_card,0,2,1,0.30000000000000004,0,<30 days,2-5K
TXN-000225,4060,99.86012597201143,6,1398.6997577786517,books,upi,2,1,1,0.13,0,90-365 days,<2K
TXN-000226,3693,177.81862309695808,2,4174.883573303587,home,debit_card,1,1,1,0.13,1,90-365 days,2-5K
TXN-000227,1795,5.74611555758051,3,1671.095648967742,home,debit_card,1,0,1,0.2,0,<30 days,<2K
TXN-000228,2051,10.564698583331758,4,1060.5291889490095,apparel,debit_card,2,0,1,0.30000000000000004,0,<30 days,<2K
TXN-000229,2643,194.26257853690964,4,4994.769911196483,apparel,upi,2,1,1,0.23000000000000004,0,90-365 days,2-5K
TXN-000230,4627,46.27173137141689,5,627.0981442676178,electronics,credit_card,1,1,0,0.31,0,30-90 days,<2K
TXN-000231,2363,0.8579022425705481,7,1011.4200058073826,home,debit_card,0,2,1,0.2,0,<30 days,<2K
TXN-000232,4869,17.874612013309545,3,751.4966462894533,electronics,upi,3,1,1,0.4800000000000001,0,<30 days,<2K
